InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV50182,ITEM_140,Product Description ITEM_140,1,2025-02-23 00:00:00,206.65,10054,United Kingdom
INV50182,ITEM_129,Product Description ITEM_129,13,2025-01-12 00:00:00,197.47,10118,United Kingdom
INV50183,ITEM_112,Product Description ITEM_112,21,2025-03-22 00:00:00,72.63,10003,Germany
INV50183,ITEM_120,Product Description ITEM_120,14,2025-04-30 00:00:00,209.72,10144,United Kingdom
INV50183,ITEM_118,Product Description ITEM_118,13,2025-01-15 00:00:00,136.89,10012,United Kingdom
INV50184,ITEM_118,Product Description ITEM_118,4,2025-01-07 00:00:00,95.02,10074,Spain
INV50184,ITEM_124,Product Description ITEM_124,7,2025-01-02 00:00:00,157.27,10016,United Kingdom
INV50184,ITEM_121,Product Description ITEM_121,22,2025-03-03 00:00:00,5.55,10102,United Kingdom
INV50185,ITEM_130,Product Description ITEM_130,10,2025-02-26 00:00:00,37.88,10117,United Kingdom
INV50185,ITEM_116,Product Description ITEM_116,7,2025-02-17 00:00:00,186.22,10008,United Kingdom
INV50185,ITEM_122,Product Description ITEM_122,21,2025-01-16 00:00:00,62.93,10122,United Kingdom
INV50186,ITEM_131,Product Description ITEM_131,15,2025-01-30 00:00:00,150.51,10092,United Kingdom
INV50186,ITEM_109,Product Description ITEM_109,15,2025-02-24 00:00:00,97.81,10090,United Kingdom
CINV50186,ITEM_109,Product Description ITEM_109,-4,2025-02-11 00:00:00,214.06,10136,France
INV50187,ITEM_135,Product Description ITEM_135,23,2025-09-22 00:00:00,238.22,10060,United Kingdom
INV50187,ITEM_107,Product Description ITEM_107,23,2025-01-09 00:00:00,221.18,10028,United Kingdom
INV50187,ITEM_119,Product Description ITEM_119,6,2025-03-13 00:00:00,69.48,10101,United Kingdom
INV50188,ITEM_131,Product Description ITEM_131,24,2025-02-01 00:00:00,50.56,10041,Germany
INV50188,ITEM_149,Product Description ITEM_149,20,2025-02-03 00:00:00,119.92,10145,Germany
INV50188,ITEM_113,Product Description ITEM_113,5,2025-03-17 00:00:00,4.32,10141,United Kingdom
INV50189,ITEM_149,Product Description ITEM_149,20,2025-03-12 00:00:00,8.89,10046,United Kingdom
INV50189,ITEM_127,Product Description ITEM_127,12,2025-10-12 00:00:00,139.44,10035,United Kingdom
INV50189,ITEM_145,Product Description ITEM_145,1,2025-01-09 00:00:00,131.31,10134,United Kingdom
INV50190,ITEM_123,Product Description ITEM_123,8,2025-01-07 00:00:00,248.66,10082,United Kingdom
INV50190,ITEM_114,Product Description ITEM_114,1,2025-03-19 00:00:00,52.46,10115,France
INV50190,ITEM_121,Product Description ITEM_121,5,2025-02-21 00:00:00,66.38,10047,France
INV50191,ITEM_129,Product Description ITEM_129,22,2025-01-20 00:00:00,30.6,10010,United Kingdom
INV50191,ITEM_103,Product Description ITEM_103,6,2025-01-05 00:00:00,229.59,10056,Germany
INV50191,ITEM_112,Product Description ITEM_112,21,2025-01-06 00:00:00,195.01,10030,USA
INV50192,ITEM_122,Product Description ITEM_122,3,2025-05-15 00:00:00,206.03,10109,United Kingdom
INV50192,ITEM_107,Product Description ITEM_107,15,2025-01-13 00:00:00,225.93,10005,United Kingdom
INV50192,ITEM_117,Product Description ITEM_117,5,2025-01-24 00:00:00,132.41,10119,USA
INV50193,ITEM_111,Product Description ITEM_111,24,2025-01-16 00:00:00,114.17,10033,United Kingdom
INV50193,ITEM_130,Product Description ITEM_130,14,2025-01-27 00:00:00,84.27,10118,USA
INV50193,ITEM_113,Product Description ITEM_113,18,2025-01-05 00:00:00,148.33,10065,Spain
INV50194,ITEM_133,Product Description ITEM_133,16,2025-02-13 00:00:00,114.93,10146,United Kingdom
INV50194,ITEM_117,Product Description ITEM_117,6,2025-01-05 00:00:00,114.26,10011,France
INV50194,ITEM_133,Product Description ITEM_133,24,2025-04-07 00:00:00,234.39,10085,Germany
INV50195,ITEM_110,Product Description ITEM_110,14,2025-01-16 00:00:00,246.05,10026,United Kingdom
INV50195,ITEM_140,Product Description ITEM_140,24,2025-02-16 00:00:00,199.63,10063,United Kingdom
INV50195,ITEM_111,Product Description ITEM_111,8,2025-05-08 00:00:00,189.8,10086,United Kingdom
INV50196,ITEM_148,Product Description ITEM_148,7,2025-03-05 00:00:00,170.94,10059,United Kingdom
INV50196,ITEM_114,Product Description ITEM_114,8,2025-02-15 00:00:00,43.6,10027,United Kingdom
INV50196,ITEM_130,Product Description ITEM_130,13,2025-01-24 00:00:00,17.13,10098,United Kingdom
INV50197,ITEM_148,Product Description ITEM_148,6,2025-01-25 00:00:00,173.45,10105,United Kingdom
INV50197,ITEM_128,Product Description ITEM_128,18,2025-03-08 00:00:00,182.87,10099,United Kingdom
INV50197,ITEM_125,Product Description ITEM_125,2,2025-11-05 00:00:00,14.13,10129,Germany
INV50198,ITEM_117,Product Description ITEM_117,8,2025-03-07 00:00:00,232.19,10149,Spain
INV50198,ITEM_131,Product Description ITEM_131,11,2025-02-18 00:00:00,25.06,10055,Spain
INV50198,ITEM_121,Product Description ITEM_121,1,2025-03-20 00:00:00,73.26,10006,United Kingdom
INV50199,ITEM_137,Product Description ITEM_137,22,2025-02-07 00:00:00,168.92,10095,France
INV50199,ITEM_116,Product Description ITEM_116,6,2025-01-04 00:00:00,44.54,10133,Germany
INV50199,ITEM_122,Product Description ITEM_122,16,2025-02-19 00:00:00,16.22,10102,United Kingdom
CINV50200,ITEM_123,Product Description ITEM_123,-20,2025-07-09 00:00:00,84.46,10003,United Kingdom
INV50200,ITEM_149,Product Description ITEM_149,12,2025-01-12 00:00:00,192.08,10023,United Kingdom
INV50200,ITEM_107,Product Description ITEM_107,11,2025-03-12 00:00:00,104.89,10053,USA
INV50201,ITEM_140,Product Description ITEM_140,10,2025-01-14 00:00:00,164.11,10083,United Kingdom
INV50201,ITEM_105,Product Description ITEM_105,3,2025-02-16 00:00:00,145.96,10145,United Kingdom
INV50201,ITEM_104,Product Description ITEM_104,13,2025-01-07 00:00:00,8.0,10085,United Kingdom
INV50202,ITEM_143,Product Description ITEM_143,3,2025-02-05 00:00:00,247.16,10078,United Kingdom
INV50202,ITEM_128,Product Description ITEM_128,15,2025-03-26 00:00:00,12.75,10110,United Kingdom
INV50202,ITEM_127,Product Description ITEM_127,16,2025-01-26 00:00:00,242.03,10001,United Kingdom
INV50203,ITEM_110,Product Description ITEM_110,13,2025-03-07 00:00:00,138.59,10051,United Kingdom
INV50203,ITEM_100,Product Description ITEM_100,17,2025-04-06 00:00:00,240.88,10004,Germany
INV50203,ITEM_142,Product Description ITEM_142,3,2025-06-07 00:00:00,30.9,10113,United Kingdom
INV50204,ITEM_118,Product Description ITEM_118,20,2025-01-17 00:00:00,123.88,10032,United Kingdom
INV50204,ITEM_108,Product Description ITEM_108,11,2025-01-31 00:00:00,44.45,10034,United Kingdom
INV50204,ITEM_126,Product Description ITEM_126,21,2025-01-10 00:00:00,15.12,10092,United Kingdom
INV50205,ITEM_133,Product Description ITEM_133,19,2025-10-21 00:00:00,155.34,10095,United Kingdom
INV50205,ITEM_143,Product Description ITEM_143,22,2025-06-07 00:00:00,53.93,10072,United Kingdom
INV50205,ITEM_103,Product Description ITEM_103,11,2025-02-16 00:00:00,147.96,10039,Germany
INV50206,ITEM_135,Product Description ITEM_135,16,2025-04-21 00:00:00,30.31,10118,Germany
INV50206,ITEM_117,Product Description ITEM_117,21,2025-02-14 00:00:00,84.67,10003,France
INV50206,ITEM_114,Product Description ITEM_114,3,2025-02-28 00:00:00,195.95,10123,United Kingdom
INV50207,ITEM_112,Product Description ITEM_112,22,2025-01-06 00:00:00,110.67,10050,United Kingdom
INV50207,ITEM_118,Product Description ITEM_118,6,2025-03-26 00:00:00,157.87,10012,USA
INV50207,ITEM_148,Product Description ITEM_148,14,2025-01-09 00:00:00,162.75,10054,United Kingdom
INV50208,ITEM_105,Product Description ITEM_105,24,2025-04-15 00:00:00,211.33,10133,United Kingdom
INV50208,ITEM_147,Product Description ITEM_147,18,2025-04-02 00:00:00,82.92,10057,United Kingdom
INV50208,ITEM_111,Product Description ITEM_111,17,2025-03-16 00:00:00,172.61,10145,United Kingdom
INV50209,ITEM_136,Product Description ITEM_136,4,2025-01-03 00:00:00,240.5,10112,United Kingdom
INV50209,ITEM_116,Product Description ITEM_116,23,2025-01-22 00:00:00,183.24,10047,Spain
INV50209,ITEM_122,Product Description ITEM_122,15,2025-01-19 00:00:00,123.74,10085,United Kingdom
INV50210,ITEM_125,Product Description ITEM_125,11,2025-01-27 00:00:00,158.6,10142,United Kingdom
INV50210,ITEM_128,Product Description ITEM_128,3,2025-01-06 00:00:00,185.57,10066,Spain
INV50210,ITEM_132,Product Description ITEM_132,3,2025-06-15 00:00:00,154.04,10075,Spain
INV50211,ITEM_126,Product Description ITEM_126,16,2025-02-18 00:00:00,6.63,10103,United Kingdom
INV50211,ITEM_124,Product Description ITEM_124,5,2025-01-22 00:00:00,50.71,10038,United Kingdom
INV50211,ITEM_109,Product Description ITEM_109,21,2025-01-31 00:00:00,203.09,10050,France
INV50212,ITEM_146,Product Description ITEM_146,10,2025-02-05 00:00:00,69.98,10098,Germany
INV50212,ITEM_122,Product Description ITEM_122,19,2025-02-25 00:00:00,183.56,10082,United Kingdom
INV50212,ITEM_120,Product Description ITEM_120,4,2025-02-13 00:00:00,94.6,10030,France
INV50213,ITEM_120,Product Description ITEM_120,19,2025-06-01 00:00:00,131.67,10079,United Kingdom
CINV50213,ITEM_142,Product Description ITEM_142,-11,2025-02-11 00:00:00,19.32,10091,United Kingdom
INV50213,ITEM_112,Product Description ITEM_112,2,2025-10-18 00:00:00,47.35,10052,United Kingdom
INV50214,ITEM_136,Product Description ITEM_136,10,2025-04-25 00:00:00,239.41,10079,United Kingdom
INV50214,ITEM_132,Product Description ITEM_132,11,2025-01-15 00:00:00,222.81,10030,Germany
INV50214,ITEM_123,Product Description ITEM_123,20,2025-06-10 00:00:00,163.94,10106,United Kingdom
INV50215,ITEM_143,Product Description ITEM_143,16,2025-01-08 00:00:00,116.26,10051,United Kingdom
INV50215,ITEM_110,Product Description ITEM_110,19,2025-04-13 00:00:00,169.75,10081,United Kingdom
INV50215,ITEM_116,Product Description ITEM_116,23,2025-01-29 00:00:00,155.61,10133,United Kingdom
INV50216,ITEM_103,Product Description ITEM_103,24,2025-05-07 00:00:00,143.22,10029,United Kingdom
INV50216,ITEM_146,Product Description ITEM_146,11,2025-05-02 00:00:00,17.15,10132,United Kingdom
INV50216,ITEM_124,Product Description ITEM_124,14,2025-04-09 00:00:00,159.12,10138,United Kingdom
INV50217,ITEM_129,Product Description ITEM_129,2,2025-04-04 00:00:00,192.81,10145,Germany
INV50217,ITEM_108,Product Description ITEM_108,23,2025-01-22 00:00:00,248.54,10074,United Kingdom
INV50217,ITEM_120,Product Description ITEM_120,5,2025-01-06 00:00:00,5.24,10017,United Kingdom
INV50218,ITEM_119,Product Description ITEM_119,5,2025-01-31 00:00:00,183.22,10084,France
INV50218,ITEM_118,Product Description ITEM_118,19,2025-01-12 00:00:00,144.02,10069,United Kingdom
INV50218,ITEM_118,Product Description ITEM_118,21,2025-03-13 00:00:00,109.93,10034,United Kingdom
INV50219,ITEM_111,Product Description ITEM_111,12,2025-01-26 00:00:00,34.07,10006,Spain
INV50219,ITEM_136,Product Description ITEM_136,18,2025-08-11 00:00:00,103.75,10053,United Kingdom
INV50219,ITEM_141,Product Description ITEM_141,4,2025-03-03 00:00:00,90.21,10126,United Kingdom
INV50220,ITEM_116,Product Description ITEM_116,22,2025-04-14 00:00:00,77.45,10043,United Kingdom
INV50220,ITEM_136,Product Description ITEM_136,17,2025-01-09 00:00:00,183.39,10115,United Kingdom
INV50220,ITEM_147,Product Description ITEM_147,10,2025-04-29 00:00:00,175.93,10111,Spain
INV50221,ITEM_138,Product Description ITEM_138,20,2025-06-03 00:00:00,148.28,10080,United Kingdom
INV50221,ITEM_127,Product Description ITEM_127,6,2025-02-10 00:00:00,234.82,10095,Germany
INV50221,ITEM_140,Product Description ITEM_140,14,2025-02-25 00:00:00,89.09,10118,Germany
INV50222,ITEM_134,Product Description ITEM_134,11,2025-03-28 00:00:00,62.84,10144,United Kingdom
INV50222,ITEM_146,Product Description ITEM_146,11,2025-01-12 00:00:00,164.84,10008,United Kingdom
INV50222,ITEM_147,Product Description ITEM_147,18,2025-02-11 00:00:00,51.71,10132,United Kingdom
INV50223,ITEM_117,Product Description ITEM_117,23,2025-01-31 00:00:00,80.47,10104,United Kingdom
INV50223,ITEM_113,Product Description ITEM_113,22,2025-01-10 00:00:00,58.09,10132,United Kingdom
INV50223,ITEM_134,Product Description ITEM_134,18,2025-01-28 00:00:00,19.62,10025,USA
INV50224,ITEM_143,Product Description ITEM_143,24,2025-01-05 00:00:00,207.31,10096,Spain
INV50224,ITEM_140,Product Description ITEM_140,23,2025-01-02 00:00:00,65.5,10093,United Kingdom
INV50224,ITEM_106,Product Description ITEM_106,11,2025-01-09 00:00:00,119.57,10061,United Kingdom
INV50225,ITEM_140,Product Description ITEM_140,21,2025-07-17 00:00:00,13.22,10122,Germany
INV50225,ITEM_112,Product Description ITEM_112,12,2025-02-17 00:00:00,175.59,10051,United Kingdom
INV50225,ITEM_117,Product Description ITEM_117,5,2025-07-22 00:00:00,84.31,10147,France
INV50226,ITEM_136,Product Description ITEM_136,23,2025-02-03 00:00:00,186.82,10021,United Kingdom
INV50226,ITEM_112,Product Description ITEM_112,9,2025-01-23 00:00:00,104.57,10005,United Kingdom
CINV50226,ITEM_135,Product Description ITEM_135,-9,2025-02-12 00:00:00,50.95,10092,France
INV50227,ITEM_130,Product Description ITEM_130,22,2025-02-04 00:00:00,129.51,10061,United Kingdom
INV50227,ITEM_101,Product Description ITEM_101,10,2025-01-07 00:00:00,34.8,10022,USA
INV50227,ITEM_115,Product Description ITEM_115,22,2025-03-03 00:00:00,111.53,10149,USA
INV50228,ITEM_108,Product Description ITEM_108,19,2025-01-15 00:00:00,81.03,10070,United Kingdom
INV50228,ITEM_108,Product Description ITEM_108,1,2025-02-27 00:00:00,228.21,10001,United Kingdom
INV50228,ITEM_137,Product Description ITEM_137,7,2025-03-05 00:00:00,17.58,10133,Spain
INV50229,ITEM_110,Product Description ITEM_110,4,2025-01-10 00:00:00,174.27,10012,USA
INV50229,ITEM_121,Product Description ITEM_121,1,2025-01-04 00:00:00,47.73,10090,United Kingdom
INV50229,ITEM_132,Product Description ITEM_132,15,2025-04-02 00:00:00,81.46,10046,France
INV50230,ITEM_135,Product Description ITEM_135,8,2025-02-06 00:00:00,105.34,10034,United Kingdom
INV50230,ITEM_144,Product Description ITEM_144,12,2025-01-04 00:00:00,227.23,10078,United Kingdom
INV50230,ITEM_122,Product Description ITEM_122,22,2025-11-13 00:00:00,62.54,10045,France
INV50231,ITEM_144,Product Description ITEM_144,22,2025-01-04 00:00:00,25.1,10073,United Kingdom
INV50231,ITEM_144,Product Description ITEM_144,18,2025-03-13 00:00:00,81.38,10026,USA
INV50231,ITEM_133,Product Description ITEM_133,15,2025-09-04 00:00:00,28.41,10047,United Kingdom
INV50232,ITEM_108,Product Description ITEM_108,17,2025-01-17 00:00:00,34.33,10121,United Kingdom
INV50232,ITEM_123,Product Description ITEM_123,14,2025-01-10 00:00:00,144.53,10056,United Kingdom
INV50232,ITEM_107,Product Description ITEM_107,14,2025-01-08 00:00:00,17.57,10094,United Kingdom
INV50233,ITEM_106,Product Description ITEM_106,18,2025-01-22 00:00:00,10.16,10107,United Kingdom
INV50233,ITEM_135,Product Description ITEM_135,20,2025-01-07 00:00:00,179.32,10063,United Kingdom
INV50233,ITEM_117,Product Description ITEM_117,18,2025-03-12 00:00:00,92.01,10048,United Kingdom
INV50234,ITEM_102,Product Description ITEM_102,16,2025-01-04 00:00:00,33.53,10061,United Kingdom
INV50234,ITEM_127,Product Description ITEM_127,1,2025-02-12 00:00:00,65.27,10081,United Kingdom
INV50234,ITEM_105,Product Description ITEM_105,23,2025-12-09 00:00:00,161.42,10026,France
INV50235,ITEM_143,Product Description ITEM_143,11,2025-04-11 00:00:00,70.7,10036,United Kingdom
INV50235,ITEM_143,Product Description ITEM_143,15,2025-02-27 00:00:00,124.89,10001,United Kingdom
INV50235,ITEM_120,Product Description ITEM_120,12,2025-01-22 00:00:00,32.62,10008,United Kingdom
INV50236,ITEM_127,Product Description ITEM_127,8,2025-02-28 00:00:00,148.05,10113,United Kingdom
INV50236,ITEM_139,Product Description ITEM_139,22,2025-02-14 00:00:00,80.73,10099,United Kingdom
INV50236,ITEM_100,Product Description ITEM_100,20,2025-02-03 00:00:00,157.67,10047,United Kingdom
INV50237,ITEM_135,Product Description ITEM_135,6,2025-01-09 00:00:00,202.58,10127,United Kingdom
INV50237,ITEM_120,Product Description ITEM_120,3,2025-05-11 00:00:00,153.88,10056,Germany
INV50237,ITEM_142,Product Description ITEM_142,24,2025-02-05 00:00:00,75.7,10014,France
INV50238,ITEM_134,Product Description ITEM_134,13,2025-01-13 00:00:00,65.8,10028,United Kingdom
INV50238,ITEM_112,Product Description ITEM_112,13,2025-01-28 00:00:00,83.54,10078,United Kingdom
INV50238,ITEM_148,Product Description ITEM_148,2,2025-02-02 00:00:00,43.24,10130,United Kingdom
INV50239,ITEM_109,Product Description ITEM_109,5,2025-04-16 00:00:00,47.34,10109,United Kingdom
INV50239,ITEM_143,Product Description ITEM_143,17,2025-03-21 00:00:00,198.2,10014,United Kingdom
INV50239,ITEM_146,Product Description ITEM_146,6,2025-03-29 00:00:00,97.72,10056,United Kingdom
CINV50240,ITEM_109,Product Description ITEM_109,-2,2025-01-01 00:00:00,110.41,10115,United Kingdom
INV50240,ITEM_145,Product Description ITEM_145,4,2025-02-02 00:00:00,149.53,10007,United Kingdom
INV50240,ITEM_112,Product Description ITEM_112,22,2025-02-09 00:00:00,148.44,10003,United Kingdom
INV50241,ITEM_136,Product Description ITEM_136,11,2025-01-02 00:00:00,19.18,10111,United Kingdom
INV50241,ITEM_137,Product Description ITEM_137,8,2025-01-19 00:00:00,208.31,10107,United Kingdom
INV50241,ITEM_123,Product Description ITEM_123,12,2025-03-27 00:00:00,46.39,10018,United Kingdom
INV50242,ITEM_101,Product Description ITEM_101,8,2025-01-09 00:00:00,181.46,10038,United Kingdom
INV50242,ITEM_121,Product Description ITEM_121,11,2025-02-15 00:00:00,193.74,10115,United Kingdom
INV50242,ITEM_116,Product Description ITEM_116,22,2025-01-15 00:00:00,179.44,10015,United Kingdom
INV50243,ITEM_135,Product Description ITEM_135,20,2025-01-01 00:00:00,145.8,10119,United Kingdom
INV50243,ITEM_113,Product Description ITEM_113,8,2025-01-17 00:00:00,6.12,10028,United Kingdom
INV50243,ITEM_109,Product Description ITEM_109,8,2025-08-12 00:00:00,91.69,10039,United Kingdom
INV50244,ITEM_134,Product Description ITEM_134,17,2025-04-08 00:00:00,152.2,10017,United Kingdom
INV50244,ITEM_124,Product Description ITEM_124,20,2025-07-12 00:00:00,98.39,10086,United Kingdom
INV50244,ITEM_102,Product Description ITEM_102,20,2025-02-10 00:00:00,216.21,10126,United Kingdom
INV50245,ITEM_146,Product Description ITEM_146,23,2025-01-07 00:00:00,78.93,10044,United Kingdom
INV50245,ITEM_137,Product Description ITEM_137,16,2025-02-17 00:00:00,75.15,10025,United Kingdom
INV50245,ITEM_116,Product Description ITEM_116,14,2025-02-06 00:00:00,68.33,10145,France
INV50246,ITEM_111,Product Description ITEM_111,11,2025-04-22 00:00:00,84.86,10013,United Kingdom
INV50246,ITEM_123,Product Description ITEM_123,7,2025-01-07 00:00:00,140.46,10025,United Kingdom
INV50246,ITEM_128,Product Description ITEM_128,16,2025-02-10 00:00:00,177.49,10068,France
INV50247,ITEM_142,Product Description ITEM_142,13,2025-01-10 00:00:00,166.49,10138,France
INV50247,ITEM_124,Product Description ITEM_124,15,2025-01-24 00:00:00,202.41,10067,United Kingdom
INV50247,ITEM_135,Product Description ITEM_135,24,2025-03-22 00:00:00,221.76,10109,United Kingdom
INV50248,ITEM_125,Product Description ITEM_125,16,2025-02-08 00:00:00,204.48,10146,United Kingdom
INV50248,ITEM_137,Product Description ITEM_137,21,2025-01-29 00:00:00,7.19,10111,United Kingdom
INV50248,ITEM_100,Product Description ITEM_100,23,2025-01-31 00:00:00,184.64,10111,United Kingdom
INV50249,ITEM_119,Product Description ITEM_119,24,2025-02-06 00:00:00,54.08,10034,United Kingdom
INV50249,ITEM_127,Product Description ITEM_127,9,2025-04-03 00:00:00,35.4,10111,United Kingdom
INV50249,ITEM_115,Product Description ITEM_115,3,2025-05-14 00:00:00,160.53,10008,USA
INV50250,ITEM_146,Product Description ITEM_146,19,2025-07-06 00:00:00,81.64,10113,Spain
INV50250,ITEM_116,Product Description ITEM_116,20,2025-04-03 00:00:00,16.64,10083,United Kingdom
INV50250,ITEM_139,Product Description ITEM_139,5,2025-01-23 00:00:00,36.56,10042,United Kingdom
INV50251,ITEM_127,Product Description ITEM_127,10,2025-03-11 00:00:00,2.73,10101,United Kingdom
INV50251,ITEM_111,Product Description ITEM_111,17,2025-02-04 00:00:00,226.05,10006,France
INV50251,ITEM_126,Product Description ITEM_126,15,2025-01-18 00:00:00,8.59,10026,United Kingdom
INV50252,ITEM_141,Product Description ITEM_141,23,2025-04-21 00:00:00,54.34,10064,United Kingdom
INV50252,ITEM_146,Product Description ITEM_146,8,2025-01-03 00:00:00,105.53,10059,United Kingdom
INV50252,ITEM_129,Product Description ITEM_129,15,2025-05-20 00:00:00,90.75,10109,United Kingdom
INV50253,ITEM_140,Product Description ITEM_140,21,2025-02-07 00:00:00,228.15,10121,United Kingdom
CINV50253,ITEM_133,Product Description ITEM_133,-14,2025-03-02 00:00:00,12.47,10033,Germany
INV50253,ITEM_136,Product Description ITEM_136,20,2025-03-06 00:00:00,129.27,10150,United Kingdom
INV50254,ITEM_105,Product Description ITEM_105,7,2025-05-16 00:00:00,170.92,10021,United Kingdom
INV50254,ITEM_106,Product Description ITEM_106,21,2025-03-02 00:00:00,233.1,10070,United Kingdom
INV50254,ITEM_131,Product Description ITEM_131,23,2025-02-27 00:00:00,156.04,10112,United Kingdom
INV50255,ITEM_131,Product Description ITEM_131,12,2025-01-05 00:00:00,201.43,10004,France
INV50255,ITEM_124,Product Description ITEM_124,17,2025-02-13 00:00:00,23.22,10094,USA
INV50255,ITEM_132,Product Description ITEM_132,17,2025-01-10 00:00:00,98.02,10075,Spain
INV50256,ITEM_106,Product Description ITEM_106,10,2025-03-22 00:00:00,95.05,10062,France
INV50256,ITEM_111,Product Description ITEM_111,19,2025-02-13 00:00:00,221.86,10094,United Kingdom
INV50256,ITEM_115,Product Description ITEM_115,14,2025-03-10 00:00:00,39.96,10095,United Kingdom
INV50257,ITEM_115,Product Description ITEM_115,11,2025-01-03 00:00:00,40.09,10055,United Kingdom
INV50257,ITEM_142,Product Description ITEM_142,2,2025-01-06 00:00:00,83.82,10137,USA
INV50257,ITEM_135,Product Description ITEM_135,18,2025-03-17 00:00:00,15.98,10131,United Kingdom
INV50258,ITEM_112,Product Description ITEM_112,7,2025-01-05 00:00:00,47.66,10031,United Kingdom
INV50258,ITEM_106,Product Description ITEM_106,12,2025-01-05 00:00:00,241.39,10040,France
INV50258,ITEM_135,Product Description ITEM_135,2,2025-01-01 00:00:00,108.48,10036,United Kingdom
INV50259,ITEM_146,Product Description ITEM_146,20,2025-07-08 00:00:00,158.92,10006,United Kingdom
INV50259,ITEM_108,Product Description ITEM_108,18,2025-03-22 00:00:00,182.21,10066,United Kingdom
INV50259,ITEM_131,Product Description ITEM_131,6,2025-01-27 00:00:00,93.32,10075,United Kingdom
INV50260,ITEM_110,Product Description ITEM_110,24,2025-01-22 00:00:00,38.94,10004,United Kingdom
INV50260,ITEM_107,Product Description ITEM_107,10,2025-01-26 00:00:00,53.63,10079,Germany
INV50260,ITEM_132,Product Description ITEM_132,20,2025-03-31 00:00:00,80.03,10134,United Kingdom
INV50261,ITEM_122,Product Description ITEM_122,15,2025-03-06 00:00:00,159.93,10118,Spain
INV50261,ITEM_124,Product Description ITEM_124,5,2025-01-13 00:00:00,101.07,10113,United Kingdom
INV50261,ITEM_107,Product Description ITEM_107,20,2025-01-12 00:00:00,4.19,10094,United Kingdom
INV50262,ITEM_144,Product Description ITEM_144,3,2025-01-07 00:00:00,132.04,10062,Germany
INV50262,ITEM_121,Product Description ITEM_121,5,2025-03-06 00:00:00,230.57,10079,United Kingdom
INV50262,ITEM_103,Product Description ITEM_103,8,2025-03-28 00:00:00,203.49,10136,United Kingdom
INV50263,ITEM_139,Product Description ITEM_139,8,2025-01-19 00:00:00,206.74,10026,Germany
INV50263,ITEM_102,Product Description ITEM_102,8,2025-01-02 00:00:00,199.28,10044,United Kingdom
INV50263,ITEM_128,Product Description ITEM_128,12,2025-01-06 00:00:00,82.62,10133,United Kingdom
INV50264,ITEM_140,Product Description ITEM_140,24,2025-07-26 00:00:00,191.89,10070,United Kingdom
INV50264,ITEM_128,Product Description ITEM_128,23,2025-01-22 00:00:00,37.93,10118,United Kingdom
INV50264,ITEM_133,Product Description ITEM_133,8,2025-03-29 00:00:00,165.28,10068,United Kingdom
INV50265,ITEM_133,Product Description ITEM_133,11,2025-02-28 00:00:00,161.29,10019,United Kingdom
INV50265,ITEM_127,Product Description ITEM_127,14,2025-01-29 00:00:00,8.83,10020,Germany
INV50265,ITEM_112,Product Description ITEM_112,8,2025-01-14 00:00:00,197.52,10113,USA
INV50266,ITEM_114,Product Description ITEM_114,24,2025-01-08 00:00:00,226.05,10140,United Kingdom
INV50266,ITEM_122,Product Description ITEM_122,10,2025-02-27 00:00:00,68.69,10047,United Kingdom
CINV50266,ITEM_143,Product Description ITEM_143,-7,2025-03-31 00:00:00,203.57,10001,United Kingdom
INV50267,ITEM_125,Product Description ITEM_125,17,2025-03-03 00:00:00,22.9,10090,United Kingdom
INV50267,ITEM_103,Product Description ITEM_103,4,2025-02-15 00:00:00,150.99,10142,United Kingdom
INV50267,ITEM_125,Product Description ITEM_125,13,2025-01-03 00:00:00,122.7,10064,Germany
INV50268,ITEM_139,Product Description ITEM_139,4,2025-07-27 00:00:00,137.62,10038,Germany
INV50268,ITEM_108,Product Description ITEM_108,5,2025-04-07 00:00:00,231.74,10037,United Kingdom
INV50268,ITEM_104,Product Description ITEM_104,22,2025-01-21 00:00:00,218.15,10126,United Kingdom
INV50269,ITEM_131,Product Description ITEM_131,4,2025-08-23 00:00:00,196.81,10139,United Kingdom
INV50269,ITEM_119,Product Description ITEM_119,18,2025-02-25 00:00:00,70.24,10100,United Kingdom
INV50269,ITEM_149,Product Description ITEM_149,6,2025-02-22 00:00:00,228.18,10077,United Kingdom
INV50270,ITEM_110,Product Description ITEM_110,24,2025-03-24 00:00:00,26.63,10003,Spain
INV50270,ITEM_114,Product Description ITEM_114,24,2025-04-11 00:00:00,213.7,10134,United Kingdom
INV50270,ITEM_131,Product Description ITEM_131,23,2025-03-06 00:00:00,83.72,10010,Germany
INV50271,ITEM_127,Product Description ITEM_127,22,2025-01-09 00:00:00,15.81,10005,United Kingdom
INV50271,ITEM_121,Product Description ITEM_121,2,2025-01-25 00:00:00,168.17,10138,United Kingdom
INV50271,ITEM_140,Product Description ITEM_140,23,2025-06-07 00:00:00,59.74,10130,United Kingdom
INV50272,ITEM_116,Product Description ITEM_116,11,2025-01-16 00:00:00,62.78,10013,United Kingdom
INV50272,ITEM_125,Product Description ITEM_125,14,2025-01-28 00:00:00,78.25,10130,United Kingdom
INV50272,ITEM_143,Product Description ITEM_143,5,2025-02-03 00:00:00,18.26,10084,United Kingdom
INV50273,ITEM_106,Product Description ITEM_106,6,2025-02-04 00:00:00,46.34,10065,France
